path,bytes,sha256,role,source_mode,git_commit,git_blob
docs/specs/2026-08-25-bmj-rmr-v0.42.0-forward-completion-spec.md,35041,914656926c411b0327bdb8a85613428fce5061518683a7c4f872cc66c65aa47a,template_or_machine_source,checkout_file,,
docs/manuscript/v19/draft.template.md,31297,b9579cae947fd3a40c0106135c481c57ab1a923068207479430e86ff95bcc0da,template_or_machine_source,checkout_file,,
docs/manuscript/v19/supplement.template.md,12104,ca35acecbcad4b927c016d03a3838dce10276dd7bc2105ee96adf8c4bad5d8be,template_or_machine_source,checkout_file,,
docs/manuscript/v19/cover-letter.template.md,2800,14ae58e0f65ba860fea77f42c031c6b387565d73f72ae50b92abd52e1fc5de6a,template_or_machine_source,checkout_file,,
docs/manuscript/v19/presubmission-inquiry.template.md,2811,15c8d173279e28ebf009597e960a73ac3c7b5a5073e2179c61fdfbf4888e938f,template_or_machine_source,checkout_file,,
docs/manuscript/v19/title-page.template.md,1487,021b214ae21e4f60bbe06e64d8e1f24685e76603669391c6833425fb1759eb73,template_or_machine_source,checkout_file,,
docs/manuscript/v19/pandoc-shared-header.tex,394,17536039f84fd8b274501c770856a99e375f762ec03a275f29a1a5b05f01f657,template_or_machine_source,checkout_file,,
docs/manuscript/v19/CLAIM_LEDGER.csv,16460,198ad5dca19ed7c9bea4887ffb8e39b9e1e4de7220917a0dd41f760d8503fa74,template_or_machine_source,checkout_file,,
docs/manuscript/v19/FIGURE_TABLE_MAP.md,4592,facb98d9ca30abdb0bfd90ef6a0fa7fa11f0a504a2dc04ef7d7e3aa308aa4d7b,template_or_machine_source,checkout_file,,
docs/manuscript/v19/ESTIMATOR_DECISION.md,4647,28dc57ad23b8d6373e089619c02f0992c5de3f65aa06430490c46564fc204ca7,template_or_machine_source,checkout_file,,
docs/manuscript/v19/pandoc-review-header.tex,140,f8b6234e6184a97b27be2d419bbe690a44d29f040384616a8955616ae116a425,template_or_machine_source,checkout_file,,
docs/manuscript/v19/tables/table_1_reporting_architecture.csv,1470,8f04eb5d7d3b0212483be2923a6af46d675deb8fb7cf1632ec1335848661a68d,template_or_machine_source,checkout_file,,
docs/manuscript/v19/tables/table_2_appendicitis_worked_profile.csv,1927,0e09430fc78197ff9224078a03bcf878b9d709021849a5ef7fda5ce9c14819b0,template_or_machine_source,checkout_file,,
analysis/bmj_rmr_v042/phase3_summary.json,7203,8dcc9a02b0366a6b434c664602878cb963d4583388bef02160635a1cdd9575c1,template_or_machine_source,checkout_file,,
